恒电位电解I-t曲线
电流参考方向：阴极电流为正
实验日期：2019-09-06
实验时间：17:18:34
静置时间(S) = 3
恒定电位(V) = -1.
运行时间(S) = 360.
采样周期(S) = 0.05
电流量程(A) = 5.0E-03
曲线样点数 = 7202


样点数据表：

序号          时间(S)        电流(A)

946           47.300        5.733540E-4
947           47.350        5.716123E-4
948           47.400        5.932332E-4
949           47.450        5.972909E-4
950           47.500        5.923469E-4
951           47.550        5.846592E-4
952           47.600        5.868065E-4
953           47.650        6.008023E-4
954           47.700        6.045603E-4
955           47.750        6.017419E-4
956           47.800        6.121264E-4
957           47.850        6.098103E-4
958           47.900        6.171889E-4
959           47.950        6.212716E-4
960           48.000        6.238029E-4
961           48.050        6.226918E-4
962           48.100        6.304387E-4
963           48.150        6.452241E-4
964           48.200        6.355920E-4
965           48.250        6.359385E-4
966           48.300        6.458266E-4
967           48.350        6.443565E-4
968           48.400        6.482954E-4
969           48.450        6.423964E-4
970           48.500        6.402707E-4
971           48.550        6.426118E-4
972           48.600        6.404798E-4
973           48.650        6.272644E-4
974           48.700        6.207753E-4
975           48.750        6.140366E-4
976           48.800        6.108466E-4
977           48.850        6.093610E-4
978           48.900        6.054032E-4
979           48.950        6.022662E-4
980           49.000        6.014017E-4
981           49.050        5.980494E-4
982           49.100        5.981837E-4
983           49.150        5.957552E-4
984           49.200        6.056310E-4
985           49.250        6.038737E-4
986           49.300        6.067796E-4
987           49.350        6.056247E-4
988           49.400        6.026471E-4
989           49.450        6.044261E-4
990           49.500        6.027874E-4
991           49.550        6.254948E-4
992           49.600        6.218989E-4
993           49.650        6.158126E-4
994           49.700        6.151695E-4
995           49.750        6.130503E-4
996           49.800        6.120232E-4
997           49.850        6.094920E-4
998           49.900        6.053188E-4
999           49.950        6.017513E-4
1000          50.000        5.996662E-4
1001          50.050        6.093890E-4
1002          50.100        6.124542E-4
1003          50.150        6.171078E-4
1004          50.200        6.281197E-4
1005          50.250        6.163400E-4
1006          50.300        6.166365E-4
1007          50.350        6.128629E-4
1008          50.400        6.067641E-4
1009          50.450        6.072883E-4
1010          50.500        6.155128E-4
1011          50.550        6.117173E-4
1012          50.600        6.103877E-4
1013          50.650        6.063238E-4
1014          50.700        6.019073E-4
1015          50.750        5.939761E-4
1016          50.800        5.967041E-4
1017          50.850        6.050100E-4
1018          50.900        6.029683E-4
1019          50.950        6.048162E-4
1020          51.000        6.038674E-4
1021          51.050        6.035052E-4
1022          51.100        6.012019E-4
1023          51.150        6.016077E-4
1024          51.200        6.059681E-4
1025          51.250        6.269961E-4
1026          51.300        6.290873E-4
1027          51.350        6.228291E-4
1028          51.400        6.234315E-4
1029          51.450        6.218710E-4
1030          51.500        6.266901E-4
1031          51.550        6.182346E-4
1032          51.600        6.164462E-4
1033          51.650        6.144829E-4
1034          51.700        6.090456E-4
1035          51.750        6.088241E-4
1036          51.800        6.093390E-4
1037          51.850        6.063426E-4
1038          51.900        6.035303E-4
1039          51.950        6.246894E-4
1040          52.000        6.267744E-4
1041          52.050        6.365189E-4
1042          52.100        6.233816E-4
1043          52.150        6.176883E-4
1044          52.200        6.158968E-4
1045          52.250        6.093857E-4
1046          52.300        6.100257E-4
1047          52.350        6.134871E-4
1048          52.400        6.223797E-4
1049          52.450        6.114740E-4
1050          52.500        6.015419E-4
1051          52.550        5.946503E-4
1052          52.600        5.902961E-4
1053          52.650        5.914416E-4
1054          52.700        5.900589E-4
1055          52.750        5.916758E-4
1056          52.800        5.939949E-4
1057          52.850        5.923405E-4
1058          52.900        5.905864E-4
1059          52.950        5.858392E-4
1060          53.000        5.856049E-4
1061          53.050        5.894161E-4
1062          53.100        5.979183E-4
1063          53.150        6.082153E-4
1064          53.200        6.010303E-4
1065          53.250        5.937233E-4
1066          53.300        5.888885E-4
1067          53.350        6.003748E-4
1068          53.400        5.915791E-4
1069          53.450        5.973689E-4
1070          53.500        5.914760E-4
1071          53.550        5.933363E-4
1072          53.600        5.957304E-4
1073          53.650        5.942975E-4
1074          53.700        5.953963E-4
1075          53.750        5.969757E-4
1076          53.800        5.951842E-4
1077          53.850        6.035679E-4
1078          53.900        6.003405E-4
1079          53.950        5.977903E-4
1080          54.000        5.889884E-4
1081          54.050        5.968632E-4
1082          54.100        6.168830E-4
1083          54.150        6.118329E-4
1084          54.200        6.061834E-4
1085          54.250        5.957522E-4
1086          54.300        6.015639E-4
1087          54.350        6.087741E-4
1088          54.400        6.040890E-4
1089          54.450        5.991731E-4
1090          54.500        5.949000E-4
1091          54.550        6.083402E-4
1092          54.600        6.121888E-4
